ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
95253,0.0%,$,"1 ,125,000",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95258,3504.6%,$,"5 ,758,681",7.8%,$,"1 59,759",16.8%,$,"1 48,154",6.4%,$,"1 26,833",$,"1 19,190"
95304,165.9%,$,"1 5,352,526",150.0%,$,"5 ,773,683",34.2%,$,"2 ,309,827",-62.9%,$,"1 ,721,208",$,"4 ,644,152"
95320,10.7%,$,"7 ,177,162",130.1%,$,"6 ,484,923",338.3%,$,"2 ,818,083",14.7%,$,"6 42,951",$,"5 60,469"
95330,836.9%,$,"7 ,964,050",-17.7%,$,"8 50,000",0.0%,$,"1 ,032,800",-100.0%,$,-,$,"6 68,000"
95336,255.0%,$,"2 6,922,358",139.3%,$,"7 ,583,976",93.9%,$,"3 ,169,173",144.1%,$,"1 ,634,062",$,"6 69,487"
95337,19.7%,$,"2 4,701,308",138.7%,$,"2 0,632,784",7.1%,$,"8 ,643,156",149.5%,$,"8 ,069,785",$,"3 ,234,472"
95366,45.4%,$,"2 ,533,250",81.3%,$,"1 ,742,614",-63.4%,$,"9 61,387",3.0%,$,"2 ,629,024",$,"2 ,553,249"
95376,874.0%,$,"2 7,260,671",244.4%,$,"2 ,798,718",3.3%,$,"8 12,729",2.9%,$,"7 87,130",$,"7 64,800"
95377,124.7%,$,"1 7,319,019",68.8%,$,"7 ,707,521",-24.8%,$,"4 ,566,212",0.2%,$,"6 ,075,399",$,"6 ,063,236"
95391,0.0%,$,"1 3,464,479",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
93401,73.8%,$,"2 80,419,381",61.1%,$,"1 61,369,640",42.6%,$,"1 00,181,800",35.8%,$,"7 0,236,255",$,"5 1,722,816"
93402,55.1%,$,"9 2,994,078",72.9%,$,"5 9,973,643",53.1%,$,"3 4,692,374",95.0%,$,"2 2,658,865",$,"1 1,622,549"
93405,89.7%,$,"2 12,612,593",90.1%,$,"1 12,105,659",9.0%,$,"5 8,978,426",94.4%,$,"5 4,108,472",$,"2 7,832,545"
93420,56.9%,$,"3 36,975,956",69.7%,$,"2 14,776,877",66.5%,$,"1 26,528,176",97.7%,$,"7 6,013,377",$,"3 8,443,260"
93422,103.7%,$,"5 42,213,359",68.6%,$,"2 66,247,458",98.2%,$,"1 57,923,515",47.1%,$,"7 9,686,207",$,"5 4,159,033"
93424,110.5%,$,"9 8,586,279",99.0%,$,"4 6,831,094",0.0%,$,"2 3,535,434",0.0%,$,-,$,-
93428,47.9%,$,"2 71,544,055",45.9%,$,"1 83,625,351",82.5%,$,"1 25,886,346",81.6%,$,"6 8,969,732",$,"3 7,973,269"
93430,82.8%,$,"4 0,575,448",35.4%,$,"2 2,198,316",35.3%,$,"1 6,390,710",41.5%,$,"1 2,111,041",$,"8 ,556,302"
93432,31.4%,$,"6 2,428,051",12.0%,$,"4 7,505,962",14.0%,$,"4 2,402,179",127.1%,$,"3 7,200,531",$,"1 6,379,711"
93433,33.0%,$,"7 ,436,709",304.0%,$,"5 ,592,779",333.1%,$,"1 ,384,342",4.7%,$,"3 19,634",$,"3 05,316"
93435,-48.1%,$,"1 ,512,200",94.3%,$,"2 ,915,000",0.0%,$,"1 ,500,000",0.0%,$,"1 ,500,000",$,"1 ,500,000"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year o,ver Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
93442,85.6%,$,"3 7,316,615",41.9%,$,"2 0,100,997",122.7%,$,"1 4,168,219",45.8%,$,"6 ,362,984",$,"4 ,363,750"
93444,82.4%,$,"6 3,254,146",32.8%,$,"3 4,674,478",35.6%,$,"2 6,117,570",102.2%,$,"1 9,267,159",$,"9 ,528,187"
93445,205.7%,$,"1 2,607,465",569.5%,$,"4 ,124,318",0.0%,$,"6 16,000",-23.6%,$,"6 16,000",$,"8 05,930"
93446,64.9%,$,"4 83,165,632",53.9%,$,"2 92,940,822",97.9%,$,"1 90,342,203",61.6%,$,"9 6,195,474",$,"5 9,532,784"
93449,164.6%,$,"1 43,112,458",98.2%,$,"5 4,082,520",96.9%,$,"2 7,282,571",20.9%,$,"1 3,858,916",$,"1 1,462,367"
93451,43.9%,$,"6 4,049,780",30.5%,$,"4 4,507,187",77.0%,$,"3 4,099,171",124.2%,$,"1 9,264,234",$,"8 ,593,947"
93452,98.3%,$,"3 8,272,075",7.4%,$,"1 9,303,778",90.9%,$,"1 7,966,300",27.8%,$,"9 ,413,825",$,"7 ,366,852"
93453,7.2%,$,"1 11,320,326",23.4%,$,"1 03,820,648",23.3%,$,"8 4,133,084",69.4%,$,"6 8,258,533",$,"4 0,302,710"
93461,4.4%,$,"3 ,224,335",5.3%,$,"3 ,088,862",5.9%,$,"2 ,933,005",224.5%,$,"2 ,769,664",$,"8 53,437"
93465,52.1%,$,"1 16,574,196",62.8%,$,"7 6,668,324",108.7%,$,"4 7,092,450",196.3%,$,"2 2,565,533",$,"7 ,615,873"
94002,288.2%,$,"9 2,837,156",64.0%,$,"2 3,913,702",79.1%,$,"1 4,581,294",35.3%,$,"8 ,141,213",$,"6 ,015,599"
94005,73.2%,$,"3 0,767,474",19.2%,$,"1 7,761,915",166.0%,$,"1 4,900,533",48.8%,$,"5 ,601,203",$,"3 ,763,164"
94010,149.1%,$,"4 38,410,303",87.9%,$,"1 76,030,311",80.4%,$,"9 3,682,717",48.4%,$,"5 1,935,081",$,"3 4,990,373"
94014,330.9%,$,"8 0,612,972",138.8%,$,"1 8,709,952",11.5%,$,"7 ,833,798",35.4%,$,"7 ,025,449",$,"5 ,190,493"
94015,97.9%,$,"3 0,363,776",106.8%,$,"1 5,344,950",10.0%,$,"7 ,420,794",17.8%,$,"6 ,747,001",$,"5 ,726,059"
94018,0.0%,$,"1 6,675,743",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
94019,54.5%,$,"1 61,294,166",63.0%,$,"1 04,429,378",15.8%,$,"6 4,065,274",96.3%,$,"5 5,343,702",$,"2 8,191,311"
94020,15.6%,$,"1 15,444,191",27.4%,$,"9 9,900,242",54.3%,$,"7 8,395,337",57.4%,$,"5 0,793,024",$,"3 2,270,517"
94021,25.7%,$,"2 7,741,117",23.1%,$,"2 2,069,976",47.0%,$,"1 7,930,297",425.7%,$,"1 2,197,843",$,"2 ,320,297"
94025,241.0%,$,"8 8,396,439",75.2%,$,"2 5,921,109",45.3%,$,"1 4,792,747",95.9%,$,"1 0,179,401",$,"5 ,197,443"
94027,198.9%,$,"9 8,440,185",219.5%,$,"3 2,934,799",-47.5%,$,"1 0,308,805",183.8%,$,"1 9,621,297",$,"6 ,912,641"
94028,97.1%,$,"4 51,594,653",74.1%,$,"2 29,104,624",37.5%,$,"1 31,581,213",66.4%,$,"9 5,726,317",$,"5 7,538,736"
94030,224.5%,$,"8 4,098,574",366.9%,$,"2 5,918,824",31.6%,$,"5 ,551,180",36.3%,$,"4 ,216,625",$,"3 ,093,280"
94037,24.0%,$,"2 8,466,582",79.0%,$,"2 2,957,238",29.2%,$,"1 2,823,117",137.3%,$,"9 ,926,075",$,"4 ,183,516"
94038,96.4%,$,"1 1,005,636",61.0%,$,"5 ,604,339",165.3%,$,"3 ,480,192",-12.9%,$,"1 ,311,698",$,"1 ,505,344"
94044,114.8%,$,"2 36,718,736",44.6%,$,"1 10,180,949",21.0%,$,"7 6,190,588",44.0%,$,"6 2,972,812",$,"4 3,743,658"
94060,21.4%,$,"1 14,553,056",27.3%,$,"9 4,394,749",56.9%,$,"7 4,148,065",101.8%,$,"4 7,258,095",$,"2 3,412,556"
94061,543.4%,$,"4 2,665,162",168.0%,$,"6 ,631,623",449.9%,$,"2 ,474,336",0.0%,$,"4 50,000",$,-
94062,47.0%,$,"7 24,986,110",56.3%,$,"4 93,317,179",108.5%,$,"3 15,682,583",71.1%,$,"1 51,414,992",$,"8 8,517,363"
94063,90.5%,$,"1 7,432,933",100.4%,$,"9 ,149,916",26.2%,$,"4 ,565,516",16.4%,$,"3 ,616,626",$,"3 ,108,362"
94065,1529.0%,$,"2 ,595,775",0.0%,$,"1 59,350",0.0%,$,-,0.0%,$,-,$,-
94066,598.0%,$,"9 5,577,595",464.4%,$,"1 3,692,883",33.6%,$,"2 ,426,087",-47.3%,$,"1 ,815,670",$,"3 ,445,100"
94070,110.9%,$,"1 42,757,659",192.7%,$,"6 7,705,364",46.1%,$,"2 3,134,429",77.7%,$,"1 5,839,328",$,"8 ,913,391"
94074,22.2%,$,"2 5,819,261",56.9%,$,"2 1,135,197",56.7%,$,"1 3,467,140",-18.8%,$,"8 ,596,083",$,"1 0,581,610"
94080,224.7%,$,"7 9,640,099",128.7%,$,"2 4,525,111",222.4%,$,"1 0,722,240",28.5%,$,"3 ,325,640",$,"2 ,588,000"
94128,-100.0%,$,-,0.0%,$,"9 65,000",0.0%,$,-,0.0%,$,-,$,-
94303,350.5%,$,"4 1,059,381",-21.2%,$,"9 ,115,062",-7.9%,$,"1 1,570,043",43.7%,$,"1 2,565,794",$,"8 ,741,743"
94401,233.9%,$,"5 6,133,318",135.6%,$,"1 6,811,039",-2.1%,$,"7 ,135,810",-17.4%,$,"7 ,285,926",$,"8 ,818,772"
94402,216.7%,$,"1 11,572,727",126.2%,$,"3 5,232,044",87.4%,$,"1 5,574,173",158.8%,$,"8 ,312,733",$,"3 ,211,797"
94403,184.0%,$,"3 8,014,254",536.1%,$,"1 3,383,870",233.9%,$,"2 ,104,150",72.7%,$,"6 30,200",$,"3 65,000"
94404,149.7%,$,"8 ,916,353",120.7%,$,"3 ,570,994",70.8%,$,"1 ,618,022",-4.9%,$,"9 47,500",$,"9 96,022"
93013,40.2%,$,"3 91,124,668",31.0%,$,"2 78,959,517",65.4%,$,"2 12,982,764",189.1%,$,"1 28,805,781",$,"4 4,553,081"
93067,149.9%,$,"8 7,525,179",219.2%,$,"3 5,022,685",17.3%,$,"1 0,971,016",2040.1%,$,"9 ,355,920",$,"4 37,169"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
93101,281.2%,$,"1 44,543,450",159.7%,$,"3 7,916,506",16.7%,$,"1 4,597,672",35.2%,$,"1 2,508,768",$,"9 ,253,300"
93103,55.2%,$,"7 91,062,305",40.9%,$,"5 09,627,940",74.7%,$,"3 61,782,829",60.0%,$,"2 07,140,683",$,"1 29,463,107"
93105,45.8%,$,"1 ,884,588,578",19.6%,$,"1 ,292,460,970",34.2%,$,"1 ,080,502,980",72.3%,$,"8 05,269,400",$,"4 67,278,136"
93108,35.8%,$,"2 ,800,617,417",33.7%,$,"2 ,062,201,507",58.9%,$,"1 ,542,726,865",100.4%,$,"9 71,133,720",$,"4 84,631,806"
93109,113.7%,$,"6 2,880,569",137.3%,$,"2 9,417,870",-15.2%,$,"1 2,395,977",54.2%,$,"1 4,621,242",$,"9 ,480,498"
93110,224.2%,$,"2 96,334,271",40.3%,$,"9 1,392,811",76.3%,$,"6 5,137,961",85.8%,$,"3 6,955,941",$,"1 9,895,052"
93111,175.2%,$,"3 84,010,220",28.2%,$,"1 39,535,258",45.6%,$,"1 08,852,177",57.0%,$,"7 4,769,331",$,"4 7,614,065"
93117,54.8%,$,"4 32,331,132",16.2%,$,"2 79,316,016",35.6%,$,"2 40,413,112",49.9%,$,"1 77,244,351",$,"1 18,239,709"
93254,-28.8%,$,"1 1,290,708",144.1%,$,"1 5,861,096",34.8%,$,"6 ,499,103",10.1%,$,"4 ,822,639",$,"4 ,381,505"
93427,60.8%,$,"1 03,525,424",11.1%,$,"6 4,394,285",125.3%,$,"5 7,949,931",986.6%,$,"2 5,718,513",$,"2 ,366,863"
93429,19.3%,$,"2 ,774,960",2.8%,$,"2 ,325,612",9.3%,$,"2 ,262,500",38.0%,$,"2 ,070,000",$,"1 ,500,000"
93434,145.9%,$,"1 0,073,474",5.0%,$,"4 ,097,207",1.5%,$,"3 ,902,322",-8.9%,$,"3 ,846,487",$,"4 ,223,356"
93436,85.7%,$,"2 76,183,334",62.2%,$,"1 48,723,200",44.3%,$,"9 1,704,340",164.9%,$,"6 3,540,324",$,"2 3,989,185"
93437,-100.0%,$,-,0.0%,$,"1 ,218,750",0.0%,$,"1 ,218,750",0.0%,$,-,$,-
93440,15.0%,$,"5 3,163,928",59.8%,$,"4 6,232,215",52.8%,$,"2 8,925,593",149.8%,$,"1 8,936,201",$,"7 ,581,970"
93441,-1.4%,$,"9 2,962,835",10.5%,$,"9 4,317,993",116.9%,$,"8 5,367,252",251.0%,$,"3 9,353,622",$,"1 1,210,862"
93454,53.4%,$,"1 06,344,967",25.4%,$,"6 9,343,709",68.4%,$,"5 5,305,678",36.2%,$,"3 2,840,843",$,"2 4,117,194"
93455,123.9%,$,"1 07,513,978",115.8%,$,"4 8,014,880",86.8%,$,"2 2,252,834",332.0%,$,"1 1,914,174",$,"2 ,758,018"
93458,643.7%,$,"3 6,069,430",73.3%,$,"4 ,850,000",3.4%,$,"2 ,797,905",2.9%,$,"2 ,707,173",$,"2 ,631,744"
93460,16.1%,$,"3 40,476,771",31.5%,$,"2 93,329,437",95.1%,$,"2 23,025,521",98.5%,$,"1 14,299,716",$,"5 7,581,379"
93463,77.3%,$,"1 79,438,629",105.2%,$,"1 01,208,728",83.8%,$,"4 9,316,084",222.0%,$,"2 6,824,450",$,"8 ,330,352"
94022,141.5%,$,"5 42,505,497",41.2%,$,"2 24,615,223",86.1%,$,"1 59,054,423",60.7%,$,"8 5,485,710",$,"5 3,205,312"
94024,93.2%,$,"3 44,113,480",47.1%,$,"1 78,133,184",73.8%,$,"1 21,058,844",121.7%,$,"6 9,663,975",$,"3 1,429,333"
94040,684.2%,$,"4 9,463,809",305.6%,$,"6 ,307,522",12.0%,$,"1 ,554,996",5.6%,$,"1 ,387,842",$,"1 ,314,576"
94041,152.6%,$,"9 ,497,934",0.0%,$,"3 ,760,000",0.0%,$,-,0.0%,$,-,$,-
94043,649.6%,$,"1 1,992,064",198.7%,$,"1 ,599,859",18.4%,$,"5 35,570",6.5%,$,"4 52,384",$,"4 24,896"
94085,3783.8%,$,"9 ,806,700",-46.1%,$,"2 52,500",0.0%,$,"4 68,800",0.0%,$,-,$,-
94086,198.0%,$,"2 0,897,730",363.7%,$,"7 ,012,346",-19.1%,$,"1 ,512,272",41.1%,$,"1 ,868,977",$,"1 ,324,861"
94087,187.8%,$,"1 7,774,725",149.3%,$,"6 ,175,182",15.2%,$,"2 ,476,779",48.4%,$,"2 ,150,119",$,"1 ,449,222"
94089,2071.9%,$,"2 4,589,337",0.0%,$,"1 ,132,150",0.0%,$,-,0.0%,$,-,$,-
94301,167.7%,$,"5 2,417,891",45.2%,$,"1 9,577,772",31.8%,$,"1 3,482,270",88.1%,$,"1 0,230,288",$,"5 ,439,986"
94304,163.6%,$,"2 7,988,846",44.2%,$,"1 0,616,248",1.5%,$,"7 ,361,413",331.4%,$,"7 ,254,571",$,"1 ,681,800"
94305,110.5%,$,"1 7,050,089",62.8%,$,"8 ,100,686",164.2%,$,"4 ,976,006",-33.4%,$,"1 ,883,600",$,"2 ,829,700"
94306,341.1%,$,"3 1,690,662",711.4%,$,"7 ,185,190",-45.9%,$,"8 85,499",30.9%,$,"1 ,635,487",$,"1 ,249,330"
95002,46.3%,$,"3 ,719,816",6.3%,$,"2 ,542,155",-19.3%,$,"2 ,392,539",29.3%,$,"2 ,962,957",$,"2 ,290,820"
95008,403.3%,$,"1 9,402,191",137.8%,$,"3 ,855,016",-22.0%,$,"1 ,621,106",34.2%,$,"2 ,079,336",$,"1 ,549,017"
95013,0.0%,$,"2 ,668,198",-100.0%,$,-,0.0%,$,"7 10,100",0.0%,$,-,$,-
95014,158.1%,$,"2 31,458,972",-35.1%,$,"8 9,682,777",255.9%,$,"1 38,283,660",151.6%,$,"3 8,859,993",$,"1 5,448,076"
95020,148.9%,$,"3 56,364,293",61.9%,$,"1 43,164,930",89.3%,$,"8 8,451,229",63.8%,$,"4 6,725,410",$,"2 8,525,521"
95030,74.2%,$,"8 77,787,768",31.1%,$,"5 03,852,126",22.4%,$,"3 84,337,892",182.8%,$,"3 13,907,063",$,"1 10,988,868"
95032,118.9%,$,"4 13,504,707",53.9%,$,"1 88,879,428",29.9%,$,"1 22,763,862",88.3%,$,"9 4,500,795",$,"5 0,184,549"
95035,465.9%,$,"4 9,488,072",29.9%,$,"8 ,744,486",-16.2%,$,"6 ,732,015",194.6%,$,"8 ,031,639",$,"2 ,726,686"
95037,73.3%,$,"5 31,334,839",58.3%,$,"3 06,545,371",51.0%,$,"1 93,663,547",41.6%,$,"1 28,260,158",$,"9 0,592,049"
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year o,ver Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
95046,66.3%,$,"7 3,345,035",163.6%,$,"4 4,097,585",202.4%,$,"1 6,731,985",84.5%,$,"5 ,533,600",$,"3 ,000,000"
95050,510.5%,$,"2 1,319,140",137.2%,$,"3 ,492,197",-32.4%,$,"1 ,472,517",5.8%,$,"2 ,179,392",$,"2 ,060,078"
95051,433.0%,$,"2 2,067,091",262.1%,$,"4 ,140,297",36.7%,$,"1 ,143,405",3.2%,$,"8 36,470",$,"8 10,430"
95054,25.3%,$,"8 ,422,250",1554.0%,$,"6 ,721,000",0.0%,$,"4 06,350",-100.0%,$,-,$,"1 ,134,900"
95070,140.9%,$,"8 78,377,147",52.1%,$,"3 64,559,139",51.0%,$,"2 39,754,297",64.0%,$,"1 58,813,396",$,"9 6,831,191"
95110,28.0%,$,"1 9,691,247",9.5%,$,"1 5,386,857",-1.3%,$,"1 4,050,214",-2.7%,$,"1 4,234,658",$,"1 4,626,839"
95111,204.0%,$,"3 1,057,519",22.1%,$,"1 0,216,514",9.1%,$,"8 ,369,121",5.7%,$,"7 ,671,334",$,"7 ,255,850"
95112,82.6%,$,"8 6,661,259",3.8%,$,"4 7,463,130",-4.7%,$,"4 5,727,914",-4.4%,$,"4 7,997,037",$,"5 0,214,937"
95113,0.0%,$,"1 ,850,000",0.0%,$,"1 ,850,000",-100.0%,$,-,0.0%,$,"7 0,000",$,"7 0,000"
95116,89.3%,$,"3 0,813,231",-29.1%,$,"1 6,276,577",-26.4%,$,"2 2,952,777",3.4%,$,"3 1,167,572",$,"3 0,132,478"
95117,359.4%,$,"9 ,815,442",126.0%,$,"2 ,136,591",5.6%,$,"9 45,503",9.2%,$,"8 95,557",$,"8 20,207"
95118,27.2%,$,"1 6,194,492",-54.4%,$,"1 2,732,354",3.1%,$,"2 7,941,166",-2.3%,$,"2 7,104,558",$,"2 7,733,202"
95119,1423.6%,$,"1 5,701,021",0.0%,$,"1 ,030,500",-100.0%,$,-,0.0%,$,"5 15,700",$,-
95120,155.1%,$,"2 99,453,355",179.4%,$,"1 17,371,313",49.4%,$,"4 2,007,022",46.1%,$,"2 8,112,845",$,"1 9,245,249"
95121,784.9%,$,"2 5,699,905",-17.3%,$,"2 ,904,117",8.1%,$,"3 ,511,436",-14.5%,$,"3 ,249,438",$,"3 ,798,532"
95122,119.7%,$,"3 3,390,131",-11.2%,$,"1 5,195,947",3.6%,$,"1 7,107,151",33.8%,$,"1 6,519,498",$,"1 2,349,008"
95123,330.8%,$,"3 4,237,376",98.3%,$,"7 ,946,606",5.8%,$,"4 ,007,959",15.7%,$,"3 ,786,942",$,"3 ,273,017"
95124,176.5%,$,"2 7,687,853",345.5%,$,"1 0,015,012",6.2%,$,"2 ,248,270",42.5%,$,"2 ,116,837",$,"1 ,485,329"
95125,142.5%,$,"3 8,927,529",18.8%,$,"1 6,055,404",20.9%,$,"1 3,510,586",130.0%,$,"1 1,177,622",$,"4 ,860,147"
95126,159.4%,$,"4 9,798,863",66.8%,$,"1 9,198,113",18.6%,$,"1 1,512,603",-3.7%,$,"9 ,707,327",$,"1 0,083,527"
95127,113.4%,$,"1 05,887,572",47.5%,$,"4 9,627,096",37.6%,$,"3 3,652,793",5.5%,$,"2 4,455,081",$,"2 3,178,337"
95128,367.9%,$,"1 8,560,398",49.4%,$,"3 ,966,600",-21.5%,$,"2 ,655,189",72.3%,$,"3 ,384,259",$,"1 ,964,402"
95129,451.5%,$,"1 6,920,254",39.0%,$,"3 ,068,018",2.0%,$,"2 ,206,641",70.5%,$,"2 ,162,912",$,"1 ,268,251"
95130,0.0%,$,"1 ,825,000",-100.0%,$,-,0.0%,$,"5 80,000",0.0%,$,-,$,-
95131,646.4%,$,"2 0,544,653",49.5%,$,"2 ,752,591",168.7%,$,"1 ,841,461",5.0%,$,"6 85,291",$,"6 52,715"
95132,140.8%,$,"3 5,803,802",46.6%,$,"1 4,867,190",136.1%,$,"1 0,141,682",6.2%,$,"4 ,295,554",$,"4 ,046,681"
95133,125.4%,$,"1 5,803,667",16.9%,$,"7 ,012,594",54.3%,$,"5 ,996,615",525.3%,$,"3 ,887,394",$,"6 21,696"
95134,1793.5%,$,"3 ,787,000",-25.2%,$,"2 00,000",0.0%,$,"2 67,500",0.0%,$,-,$,-
95135,282.4%,$,"4 4,763,410",647.8%,$,"1 1,704,930",-47.3%,$,"1 ,565,287",-38.9%,$,"2 ,967,659",$,"4 ,855,694"
95136,530.6%,$,"1 2,254,496",0.0%,$,"1 ,943,261",0.0%,$,-,-100.0%,$,-,$,"2 45,000"
95138,235.9%,$,"6 7,265,063",16.7%,$,"2 0,025,398",132.4%,$,"1 7,153,960",-0.8%,$,"7 ,382,100",$,"7 ,444,427"
95139,126.5%,$,"6 ,995,520",197.5%,$,"3 ,089,007",7.4%,$,"1 ,038,346",6.4%,$,"9 66,969",$,"9 08,762"
95140,32.2%,$,"2 6,297,068",54.1%,$,"1 9,884,674",68.2%,$,"1 2,902,711",33.6%,$,"7 ,670,887",$,"5 ,743,782"
95141,32.7%,$,"4 ,657,400",92.9%,$,"3 ,510,000",0.0%,$,"1 ,819,350",0.0%,$,-,$,-
95148,524.0%,$,"7 8,847,619",93.5%,$,"1 2,636,743",17.6%,$,"6 ,531,517",-11.4%,$,"5 ,554,274",$,"6 ,270,241"
95003,155.6%,$,"8 50,998,355",45.3%,$,"3 32,920,955",18.4%,$,"2 29,104,240",216.8%,$,"1 93,452,054",$,"6 1,073,318"
95005,97.8%,$,"7 49,354,347",66.1%,$,"3 78,762,589",87.3%,$,"2 28,077,025",67.2%,$,"1 21,779,220",$,"7 2,842,445"
95006,59.4%,$,"1 ,168,132,855",56.2%,$,"7 32,796,032",120.1%,$,"4 69,139,384",77.2%,$,"2 13,166,092",$,"1 20,320,504"
95007,0.0%,$,"1 15,173,563",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95010,214.3%,$,"9 ,384,773",251.6%,$,"2 ,985,774",444.4%,$,"8 49,268",-86.6%,$,"1 56,000",$,"1 ,160,000"
95017,19.1%,$,"2 9,611,551",79.6%,$,"2 4,853,435",129.6%,$,"1 3,839,692",-37.1%,$,"6 ,027,208",$,"9 ,583,117"
95018,98.6%,$,"9 69,608,858",47.3%,$,"4 88,146,754",87.9%,$,"3 31,436,288",57.9%,$,"1 76,421,890",$,"1 11,742,625"
95019,0.0%,$,"3 ,623,756",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1) All figures as of,09/30/2024. Totals,by re,port may vary based on data,source.,,,,,,,,,,
ZIP Code Year,over Year Growth,T,otal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure Year ov,er Year Growth,To,tal Exposure,Tot,al Exposure
Total,61.2%,$,"458,023,820,951",35.1%,$ 2,"84,064,942,611",31.0%,$ 2,"10,278,307,795",35.7%,$ 1,"60,556,622,391",$ 1,"18,353,073,728"
95033,110.2%,$,"1 ,736,986,918",30.2%,$,"8 26,486,784",49.5%,$,"6 34,979,209",29.7%,$,"4 24,636,722",$,"3 27,451,965"
95041,0.0%,$,"7 4,084,375",0.0%,$,-,0.0%,$,-,0.0%,$,-,$,-
95060,145.5%,$,"1 ,260,340,120",65.2%,$,"5 13,374,392",88.0%,$,"3 10,817,876",41.3%,$,"1 65,298,316",$,"1 16,986,701"
95062,179.1%,$,"2 5,347,131",72.6%,$,"9 ,080,862",-8.8%,$,"5 ,262,025",-18.8%,$,"5 ,771,578",$,"7 ,106,055"
95064,96.3%,$,"4 ,718,374",760.0%,$,"2 ,403,895",6.5%,$,"2 79,535",5.6%,$,"2 62,587",$,"2 48,652"
95065,166.6%,$,"4 53,911,624",60.6%,$,"1 70,269,002",62.5%,$,"1 06,018,029",77.3%,$,"6 5,237,964",$,"3 6,804,571"
95066,158.7%,$,"1 ,244,308,458",89.1%,$,"4 80,993,337",119.2%,$,"2 54,335,147",68.3%,$,"1 16,050,811",$,"6 8,958,614"
95073,115.6%,$,"5 21,850,482",39.0%,$,"2 41,994,927",33.0%,$,"1 74,034,590",203.8%,$,"1 30,834,482",$,"4 3,072,133"
95076,109.8%,$,"6 48,815,429",48.8%,$,"3 09,278,927",54.9%,$,"2 07,787,486",44.9%,$,"1 34,160,549",$,"9 2,566,250"
96001,94.7%,$,"4 95,788,495",120.6%,$,"2 54,675,240",18.4%,$,"1 15,422,429",46.3%,$,"9 7,503,709",$,"6 6,657,235"
96002,129.0%,$,"1 32,933,064",209.6%,$,"5 8,041,970",65.0%,$,"1 8,748,693",71.0%,$,"1 1,361,481",$,"6 ,644,862"
96003,58.7%,$,"7 27,901,063",72.8%,$,"4 58,722,479",35.0%,$,"2 65,470,441",48.9%,$,"1 96,716,565",$,"1 32,155,208"
96007,75.9%,$,"3 49,038,917",111.6%,$,"1 98,401,243",66.4%,$,"9 3,780,451",81.0%,$,"5 6,371,472",$,"3 1,152,354"
96008,62.1%,$,"8 5,978,961",44.0%,$,"5 3,028,694",21.2%,$,"3 6,822,926",61.1%,$,"3 0,369,703",$,"1 8,845,842"
96013,58.5%,$,"1 35,595,284",92.7%,$,"8 5,563,443",32.4%,$,"4 4,407,338",53.8%,$,"3 3,541,279",$,"2 1,812,525"
96016,65.4%,$,"4 5,035,682",31.8%,$,"2 7,236,194",71.8%,$,"2 0,668,736",65.3%,$,"1 2,029,205",$,"7 ,278,099"
96017,-4.6%,$,"2 5,970,479",70.3%,$,"2 7,227,559",22.9%,$,"1 5,988,753",27.2%,$,"1 3,008,474",$,"1 0,223,378"
